Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.1.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.2.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.3.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.4.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.5.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sphalerite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sphalerite with Stardust
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.biomeIslandCore.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Glowing Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Glowing Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowing Obsidian Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Instability Orb Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bauxite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nickel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lead
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Silver
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Nickel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Constantan
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Electrum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - High-Voltage Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hempcrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coke Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blast Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coke Oven Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - Heated Coke Oven Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coke Oven Port
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mining TNT
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Elevator
appliedenergistics2:item.ItemFacade:0, Cable Facade - Beehive
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Salt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - White lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light blue lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Grey lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light grey lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - White decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light blue decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Grey decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light grey decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black decorative lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - White indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light blue indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Grey indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light grey indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black indicator lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cleanroom Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cleanroom Air Filter
appliedenergistics2:item.ItemFacade:0, Cable Facade - Machine Frame
appliedenergistics2:item.ItemFacade:0, Cable Facade - Machine Base
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Blank Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Small Blocks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Cross Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Cross 2 Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Pattern 1 Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dimensional Pattern 2 Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Activity Probe
appliedenergistics2:item.ItemFacade:0, Cable Facade - Destination Analyzer
appliedenergistics2:item.ItemFacade:0, Cable Facade - Matter Booster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Metal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - BlockRasa
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Warpwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Warpwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Shadowmetal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Warpwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hambone
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Blue Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Green Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Purple Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherrack Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Sandstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Netherrack Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Polished Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Lapis Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Diamond Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Redstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Endstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alumite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Alumite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Ardite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Cobalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Cobalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Ardite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum Brass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Alumite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Solid Ender
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Grout
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graveyard Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Consecrated Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Slimedirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glue Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rough Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rowan Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alder Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hawthorn Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rowan Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alder Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hawthorn Planks
